Magnitude,Longitude,Latitude,Title
1.59,-117.6798333,35.8615,"M 1.6 - 22km ESE of Little Lake, CA"
1.7,-117.7765,38.1855,"M 1.7 - 36 km SE of Mina, Nevada"
2.07,-121.2928333,36.6793333,"M 2.1 - 12km S of Tres Pinos, CA"
1.57,-122.761,38.7898333,"M 1.6 - 1km NNW of The Geysers, CA"
1.9,-153.4659,59.764,"M 1.9 - 36 km E of Pedro Bay, Alaska"
2.2,-104.2074944,31.58692042,"M 2.2 - 49 km NW of Toyah, Texas"
2.6,-104.412704,31.67856595,"M 2.6 - 55 km S of Whites City, New Mexico"
2.17,-67.0136666666667,17.9566666666667,"M 2.2 - 4 km ESE of La Parguera, Puerto Rico"
2.9,-163.0654,65.3149,M 2.9 - northern Alaska
4.1,141.8591,37.8,"M 4.1 - 83 km ENE of Namie, Japan"
1.5,-150.6794,61.8285,"M 1.5 - 32 km NNW of Susitna, Alaska"
1.6,-150.4646,62.6244,"M 1.6 - 21 km NE of Petersville, Alaska"
1.39,-97.42383333,35.67283333,"M 1.4 - 5 km ENE of Edmond, Oklahoma"
3.05,-67.4485,18.9468333333333,"M 3.1 - 62 km NW of San Antonio, Puerto Rico"
2.47,-83.1498333,36.5358333,"M 2.5 - 6 km E of Sneedville, Tennessee"
1.9,-66.9975,17.9556666666667,"M 1.9 - 5 km ESE of La Parguera, Puerto Rico"
1.2,-149.6902,62.3951,"M 1.2 - 22 km ESE of Chase, Alaska"
4.4,121.2373,19.0396,"M 4.4 - 48 km N of Namuac, Philippines"
1.83,-122.8181667,38.8345,"M 1.8 - 8km NW of The Geysers, CA"
1.14,-122.8195038,38.8349991,"M 1.1 - 8km NW of The Geysers, CA"
1.08,-122.8069992,38.8219986,"M 1.1 - 7km NW of The Geysers, CA"
1.4,-149.7037,62.9476,"M 1.4 - 59 km NNE of Chase, Alaska"
1.90999997,-155.394668579102,19.2504997253418,"M 1.9 - 10 km ENE of Pāhala, Hawaii"
2.1,-104.4918412,31.70536485,"M 2.1 - 53 km SSW of Whites City, New Mexico"
1.9,-151.7887,59.9494,"M 1.9 - 3 km W of Happy Valley, Alaska"
4.5,119.6174,14.1452,"M 4.5 - 54 km WNW of Cabra, Philippines"
5.1,-129.4524,44.1165,M 5.1 - off the coast of Oregon
1.48,-122.7828333,38.8166667,"M 1.5 - 5km NNW of The Geysers, CA"
2.16,178.353666666667,52.0403333333333,"M 2.2 - Rat Islands, Aleutian Islands, Alaska"
1.35,-117.485,34.1275,"M 1.4 - 4km NW of Fontana, CA"
5.8,66.1744,-13.8052,M 5.8 - Mid-Indian Ridge
1.77,-117.911,36.2093333,"M 1.8 - 12km SE of Olancha, CA"
1.46,-122.8095,38.8236667,"M 1.5 - 7km NW of The Geysers, CA"
1.55,-120.8786667,35.4333333,"M 1.6 - 2km SE of Cayucos, CA"
2.0,-66.8971666666667,17.9525,"M 2.0 - 2 km SSE of Guánica, Puerto Rico"
0.99,-121.065,46.722,"M 1.0 - 14 km SW of Nile, Washington"
3.8,121.4739,23.3904,"M 3.8 - 66 km SSW of Hualien City, Taiwan"
4.5,-24.8472,-57.0162,M 4.5 - South Sandwich Islands region
1.46,-122.7623333,38.8126667,"M 1.5 - 4km WSW of Cobb, CA"
1.84,-122.5305,37.7103333,"M 1.8 - 3km SW of San Francisco Zoo, CA"
1.76,-117.933,37.0706667,"M 1.8 - 33km ESE of Big Pine, CA"
1.3,-149.5227,61.5946,"M 1.3 - 4 km WNW of Wasilla, Alaska"
4.2,146.1864,18.6793,"M 4.2 - Pagan region, Northern Mariana Islands"
1.5,-149.5531,62.8719,"M 1.5 - 54 km NNE of Chase, Alaska"
2.3,-104.3190968,31.65364284,"M 2.3 - 58 km S of Whites City, New Mexico"
5.0,142.9779,42.3727,"M 5.0 - 50 km E of Shizunai-furukawachō, Japan"
1.05,-122.7914963,38.8359985,"M 1.1 - 6km WNW of Cobb, CA"
1.7,-151.1483,62.4036,"M 1.7 - 22 km WSW of Petersville, Alaska"
0.98,-97.42333333,35.6715,"M 1.0 - 5 km ENE of Edmond, Oklahoma"
4.1,129.8991,-6.7715,M 4.1 - Banda Sea
4.3,-28.3309,-56.2357,M 4.3 - South Sandwich Islands region
0.97,-117.6623333,35.8658333,"M 1.0 - 23km ESE of Little Lake, CA"
1.21,-117.427,35.67,"M 1.2 - 11km S of Searles Valley, CA"
2.1,-153.2861,59.8213,"M 2.1 - 46 km E of Pedro Bay, Alaska"
1.8,-150.3347,61.3754,"M 1.8 - 19 km W of Point MacKenzie, Alaska"
1.45,-122.771,38.0041667,"M 1.5 - 7km WSW of Lagunitas-Forest Knolls, CA"
3.2,-139.3667,59.7452,"M 3.2 - 30 km NE of Yakutat, Alaska"
2.5,-163.5072,65.8347,"M 2.5 - 44 km SW of Deering, Alaska"
1.3,-119.5103,38.5306,"M 1.3 - 3 km WNW of Walker, California"
1.63,-117.4653333,35.6736667,"M 1.6 - 12km SSW of Searles Valley, CA"
2.2,-104.3105636,31.6633442,"M 2.2 - 57 km S of Whites City, New Mexico"
1.78,-120.5748333,36.0131667,"M 1.8 - 18km NW of Parkfield, CA"
1.9,-151.131,62.8515,"M 1.9 - 43 km NNW of Petersville, Alaska"
3.9,-178.1983,51.1843,"M 3.9 - 132 km SW of Adak, Alaska"
1.96000004,-155.427001953125,19.2099990844727,"M 2.0 - 5 km E of Pāhala, Hawaii"
1.3,-151.133,61.04,"M 1.3 - 3 km S of Tyonek, Alaska"
4.5,148.7627,-6.3317,"M 4.5 - 87 km W of Kandrian, Papua New Guinea"
2.18,-66.8346666666667,17.936,"M 2.2 - 6 km SSW of Indios, Puerto Rico"
2.17,-66.8773333333333,17.9476666666667,"M 2.2 - 3 km SSE of Maria Antonia, Puerto Rico"
1.27,-120.5896667,36.0291667,"M 1.3 - 20km NW of Parkfield, CA"
1.4,-149.8914,61.3425,"M 1.4 - 5 km ESE of Point MacKenzie, Alaska"
1.3,-150.8452,61.6491,"M 1.3 - 21 km WNW of Susitna, Alaska"
3.3,-155.066,19.3726666666667,"M 3.3 - Island of Hawaii, Hawaii"
4.2,131.0602,30.2157,"M 4.2 - Kyushu, Japan"
1.8,-150.2028,61.1131,"M 1.8 - 20 km SW of Anchorage, Alaska"
2.43,-118.8113333,37.4728333,"M 2.4 - 15km SW of Toms Place, CA"
1.74,-116.2625,33.376,"M 1.7 - 17km NE of Borrego Springs, CA"
1.0,-117.582,35.7766667,"M 1.0 - 16km W of Searles Valley, CA"
2.39,-124.1613333,40.4471667,"M 2.4 - 7km SW of Rio Dell, CA"
2.13,-119.5456667,38.5175,"M 2.1 - 6km W of Walker, CA"
1.6,-149.6556,62.252,"M 1.6 - 14 km NE of Susitna North, Alaska"
2.43,-66.9398333333333,17.9636666666667,"M 2.4 - 3 km WSW of Guánica, Puerto Rico"
2.33,-66.9395,17.961,"M 2.3 - 3 km WSW of Guánica, Puerto Rico"
1.8,-149.7174,63.211,"M 1.8 - 43 km WSW of Cantwell, Alaska"
2.19,-121.4905,37.042,"M 2.2 - 8km ENE of Gilroy, CA"
3.4,-156.0677,54.7006,"M 3.4 - 230 km SE of Chignik, Alaska"
2.02,-121.046,40.3013333,"M 2.0 - 5km NE of Hamilton Branch, CA"
1.6,-150.4775,63.0972,"M 1.6 - 68 km NNE of Petersville, Alaska"
4.6,122.1716,20.8152,"M 4.6 - 45 km NNE of Basco, Philippines"
1.8,-153.0135,59.0105,"M 1.8 - 73 km WSW of Nanwalek, Alaska"
3.29,-119.5428333,38.5136667,"M 3.3 - 6km W of Walker, CA"
1.3,-146.6786,64.4336,"M 1.3 - 7 km NNW of Harding-Birch Lakes, Alaska"
1.9100000000000001,-120.50583333333333,49.308166666666665,"M 1.9 Explosion - 16 km S of Princeton, Canada"
2.7,-104.5797334,31.59278925,"M 2.7 - 65 km NNE of Van Horn, Texas"
1.0,-121.6733333,37.638,"M 1.0 - 10km ESE of Livermore, CA"
1.46,-117.5835,34.0148333,"M 1.5 - 6km SE of Ontario, CA"
1.16,-123.1288333,39.4381667,"M 1.2 - 15km WNW of Lake Pillsbury, CA"
1.8,-145.9464,61.3814,"M 1.8 - 35 km NE of Valdez, Alaska"
1.6,-145.0609,65.2461,"M 1.6 - 38 km SSW of Central, Alaska"
2.0,-152.1026,61.9969,"M 2.0 - 36 km W of Skwentna, Alaska"
4.8,126.3125,27.0102,"M 4.8 - 162 km WNW of Naha, Japan"
1.2,-151.7539,65.1446,"M 1.2 - 15 km E of Tanana, Alaska"
5.4,126.5065,26.8002,"M 5.4 - 133 km WNW of Naha, Japan"
2.0,-149.7988,63.6489,"M 2.0 - 44 km WSW of Denali Park, Alaska"
1.54,-120.2905,47.682833333333335,"M 1.5 - 6 km W of Entiat, Washington"
1.18,-122.5631667,37.7505,"M 1.2 - 6km WNW of San Francisco Zoo, CA"
1.5,-152.0566,60.3253,"M 1.5 - 37 km NW of Ninilchik, Alaska"
1.04,-122.8740005,38.8421669,"M 1.0 - 12km NW of The Geysers, CA"
3.5,-157.5172,19.667,"M 3.5 - 142 km SSW of Lanai City, Hawaii"
2.3,-116.5473333,33.9803333,"M 2.3 - 5km WNW of Desert Hot Springs, CA"
2.9,179.7036,52.1164,"M 2.9 - 252 km W of Adak, Alaska"
1.94,-122.7638333,38.7925,"M 1.9 - 2km NNW of The Geysers, CA"
4.7,121.7325,-7.5785,"M 4.7 - 126 km NNW of Maumere, Indonesia"
1.87,-155.414169311523,19.2701663970947,"M 1.9 - 10 km NE of Pāhala, Hawaii"
5.1,122.0982,20.8222,"M 5.1 - 43 km NNE of Basco, Philippines"
1.16,-121.242,43.723,"M 1.2 - 21 km ESE of Three Rivers, Oregon"
1.93,-66.9923333333333,17.9508333333333,"M 1.9 - 6 km ESE of La Parguera, Puerto Rico"
1.6,-151.5339,63.0838,"M 1.6 - 51 km S of Denali National Park, Alaska"
1.46,-122.8025,38.8166667,"M 1.5 - 6km NW of The Geysers, CA"
4.7,122.825,-3.8154,"M 4.7 - Sulawesi, Indonesia"
4.3,122.8479,-3.9683,"M 4.3 - 36 km E of Kendari, Indonesia"
1.0,-117.7898,38.1781,"M 1.0 - 36 km SE of Mina, Nevada"
1.37,-117.929,37.076,"M 1.4 - 34km ESE of Big Pine, CA"
1.51,-116.387,34.8906667,"M 1.5 - 28km NW of Ludlow, CA"
1.90999997,-155.402328491211,19.1264991760254,"M 1.9 - 11 km SE of Pāhala, Hawaii"
1.5,-145.1372,63.3613,"M 1.5 - 38 km NE of Paxson, Alaska"
1.07,-118.5061667,35.5948333,"M 1.1 - 2km WNW of Bodfish, CA"
1.8,-149.6162,61.7524,"M 1.8 - 14 km N of Meadow Lakes, Alaska"
3.8,-159.6874,54.3543,"M 3.8 - 121 km SSE of Sand Point, Alaska"
1.7,-114.9916,37.3186,"M 1.7 - 16 km ESE of Alamo, Nevada"
2.82,-155.477666666667,19.1743333333333,"M 2.8 - 3 km S of Pāhala, Hawaii"
1.2,-119.6423,39.9716,"M 1.2 - 4 km WNW of Sutcliffe, Nevada"
2.59,-119.5418333,38.5153333,"M 2.6 - 5km W of Walker, CA"
2.7,-114.9832,37.3046,"M 2.7 - 17 km ESE of Alamo, Nevada"
1.4,-151.9918,60.4396,"M 1.4 - 38 km WNW of Cohoe, Alaska"
2.61,-120.2005,35.9705,"M 2.6 - 7km WSW of Avenal, CA"
2.16,-91.1651667,36.1001667,"M 2.2 - 4 km WNW of Powhatan, Arkansas"
1.5,-148.8984,63.9514,"M 1.5 - 11 km NNE of Healy, Alaska"
2.4,-104.203192,31.58694193,"M 2.4 - 49 km NW of Toyah, Texas"
2.3,-152.3336,60.2925,"M 2.3 - 45 km NW of Ninilchik, Alaska"
2.81,-117.9348333,37.0676667,"M 2.8 - 33km ESE of Big Pine, CA"
2.7,-158.0076,56.2598,"M 2.7 - 24 km E of Chignik, Alaska"
3.02,-66.9456,17.9616,"M 3.0 - 4 km WSW of Guánica, Puerto Rico"
2.2,-148.7654,63.5097,"M 2.2 - 16 km NE of Cantwell, Alaska"
4.5,122.7013,-3.8261,"M 4.5 - 26 km NE of Kendari, Indonesia"
0.97,-122.8151703,38.8288345,"M 1.0 - 8km NW of The Geysers, CA"
1.4,-119.3038,38.3528,"M 1.4 - 12 km NNW of Bridgeport, California"
2.3,-150.5627,63.1727,"M 2.3 - 71 km SE of Denali National Park, Alaska"
1.2,-152.1092,60.6635,"M 1.2 - 43 km W of Salamatof, Alaska"
1.7,-116.3466667,32.0531667,"M 1.7 - 33km NE of Ensenada, B.C., MX"
3.0,-164.1616,55.3266,"M 3.0 - 71 km NW of False Pass, Alaska"
2.02,-66.8863333333333,18.0241666666667,"M 2.0 - 1 km NW of Palomas, Puerto Rico"
4.9,-178.8147,-20.8124,M 4.9 - Fiji region
4.5,-178.8459,-20.7478,M 4.5 - Fiji region
1.23,-115.5295,32.8873333,"M 1.2 - 6km NE of Imperial, CA"
2.0,-154.7283,57.489,"M 2.0 - 18 km WSW of Karluk, Alaska"
2.38,-124.3033333,40.5328333,"M 2.4 - 6km SW of Ferndale, CA"
1.73000002,-155.463333129883,19.1813335418701,"M 1.7 - 2 km SE of Pāhala, Hawaii"
1.39,-117.4473333,34.1398333,"M 1.4 - 5km NNE of Fontana, CA"
2.7,-150.8713,62.8222,"M 2.7 - 36 km N of Petersville, Alaska"
2.0,-155.431335449219,19.212833404541,"M 2.0 - 5 km ENE of Pāhala, Hawaii"
1.58,-120.1815,36.002,"M 1.6 - 5km W of Avenal, CA"
1.1,-119.4855,38.4834,"M 1.1 - 3 km SSW of Walker, California"
1.83000004,-155.493835449219,19.1749992370605,"M 1.8 - 3 km SSW of Pāhala, Hawaii"
1.79999995,-155.837326049805,19.3531665802002,"M 1.8 - 11 km SSE of Honaunau-Napoopoo, Hawaii"
2.02999997,-155.426330566406,19.25950050354,"M 2.0 - 8 km NE of Pāhala, Hawaii"
2.1,-104.2377877,31.64812063,"M 2.1 - 56 km NW of Toyah, Texas"
1.13,-120.1763333,35.9891667,"M 1.1 - 5km WSW of Avenal, CA"
2.31,-115.2626667,32.2455,"M 2.3 - 9km WNW of Alberto Oviedo Mota, B.C., MX"
2.37,-120.1961667,35.9736667,"M 2.4 - 7km WSW of Avenal, CA"
2.3,-120.2003333,35.9738333,"M 2.3 - 7km WSW of Avenal, CA"
1.27,-97.61983333,36.13783333,"M 1.3 - 1 km SSE of Marshall, Oklahoma"
2.59,-66.84,17.952,"M 2.6 - 5 km SSW of Indios, Puerto Rico"
2.5,-145.0025,65.4278,"M 2.5 - 18 km SSW of Central, Alaska"
1.68,-110.6958333,43.2513333,"M 1.7 - 7 km ESE of Hoback, Wyoming"
1.19,-89.449,36.2511667,"M 1.2 - 3 km ESE of Ridgely, Tennessee"
2.495323809,-104.4208505,31.65714076,"M 2.5 - 57 km S of Whites City, New Mexico"
2.31,-155.490997314453,19.1720008850098,"M 2.3 - 3 km SSW of Pāhala, Hawaii"
1.26,-155.414166666667,19.4013333333333,"M 1.3 - 19 km WSW of Volcano, Hawaii"
1.46,-121.2803333,35.7396667,"M 1.5 - 13km NW of San Simeon, CA"
2.7,-104.814,36.8428,"M 2.7 - 31 km S of Segundo, Colorado"
1.0,-122.7825012,38.8063316,"M 1.0 - 4km NW of The Geysers, CA"
4.0,128.0706,-6.4043,"M 4.0 - 262 km NNE of Lospalos, Timor Leste"
4.0,126.6147,-7.3686,"M 4.0 - 123 km N of Baukau, Timor Leste"
1.6,-116.8725,39.6364,"M 1.6 - 23 km NE of Austin, Nevada"
4.9,126.8757,3.4717,"M 4.9 - 230 km NNW of Tobelo, Indonesia"
1.7,-147.2845,61.6991,"M 1.7 - 22 km ESE of Glacier View, Alaska"
2.7,-104.4071,31.6399,"M 2.7 - 59 km S of Whites City, New Mexico"
2.1,-104.2326636,31.64653885,"M 2.1 - 55 km NW of Toyah, Texas"
1.82,-66.9743333333333,17.9516666666667,"M 1.8 - 7 km WSW of Fuig, Puerto Rico"
4.4,146.1617,43.6563,"M 4.4 - 47 km SSE of Yuzhno-Kurilsk, Russia"
1.3,-148.0269,63.4976,"M 1.3 - 47 km ENE of Cantwell, Alaska"
2.95,-66.8145,17.951,"M 3.0 - 4 km S of Indios, Puerto Rico"
2.1,-115.1261,37.2602,"M 2.1 - 12 km SSE of Alamo, Nevada"
1.8,-149.4404,62.0174,"M 1.8 - 26 km SE of Susitna North, Alaska"
4.9,128.7134,28.6755,"M 4.9 - 82 km WNW of Naze, Japan"
1.99,-67.0958333333333,17.961,"M 2.0 - 5 km WSW of La Parguera, Puerto Rico"
2.2,-104.1750751,31.5640993,"M 2.2 - 45 km NW of Toyah, Texas"
1.9,-152.2919,59.7357,"M 1.9 - 26 km W of Anchor Point, Alaska"
2.44,-155.426666259766,19.2671661376953,"M 2.4 - 8 km NE of Pāhala, Hawaii"
2.2,-148.2832,62.4813,"M 2.2 - 76 km N of Chickaloon, Alaska"
4.2,128.2588,2.5937,"M 4.2 - 99 km NNE of Tobelo, Indonesia"
2.08999991,-155.417495727539,19.2118339538574,"M 2.1 - 6 km E of Pāhala, Hawaii"
1.96,-155.432333333333,19.2593333333333,"M 2.0 - 7 km NE of Pāhala, Hawaii"
4.4,-177.5624,-20.535,"M 4.4 - 253 km WNW of Haveluloto, Tonga"
1.97000003,-155.475830078125,19.1513328552246,"M 2.0 - 5 km S of Pāhala, Hawaii"
2.41,-66.8613333333333,17.9768333333333,"M 2.4 - 2 km E of Maria Antonia, Puerto Rico"
1.21,-115.9985,33.1446667,"M 1.2 - 12km E of Ocotillo Wells, CA"
2.4,-104.5893331,31.58535954,"M 2.4 - 64 km NNE of Van Horn, Texas"
2.1,-104.3242453,31.65797861,"M 2.1 - 57 km S of Whites City, New Mexico"
1.12,-121.24166666666666,43.72416666666667,"M 1.1 - 21 km ESE of Three Rivers, Oregon"
2.49,-66.959,17.9335,"M 2.5 - 6 km SW of Guánica, Puerto Rico"
2.258145327,-104.4289565,31.68948784,"M 2.3 - 54 km S of Whites City, New Mexico"
1.39,-112.585,38.7046667,"M 1.4 - 16 km SW of Kanosh, Utah"
4.6,141.2056,33.5933,"M 4.6 - 190 km SSE of Katsuura, Japan"
2.4,-104.345913,31.67439389,"M 2.4 - 55 km S of Whites City, New Mexico"
1.6,-147.3311,64.988,"M 1.6 - 13 km ENE of Fox, Alaska"
1.71,-120.34983333333334,42.443666666666665,"M 1.7 - 28 km N of Lakeview, Oregon"
1.69,-122.98783333333333,46.49216666666667,"M 1.7 Explosion - 3 km W of Winlock, Washington"
2.2,-104.5873066,31.64558258,"M 2.2 - 62 km SSW of Whites City, New Mexico"
1.8,-150.2925,61.0428,"M 1.8 - 25 km ENE of Point Possession, Alaska"
2.22,-119.527,38.5451667,"M 2.2 - 5km NW of Walker, CA"
1.22,-116.2781667,33.8935,"M 1.2 - 13km NE of Thousand Palms, CA"
1.3,-116.9146667,33.4748333,"M 1.3 - 6km NW of Aguanga, CA"
1.14,-116.2701667,33.8925,"M 1.1 - 14km NE of Thousand Palms, CA"
1.18,-116.2718333,33.8893333,"M 1.2 - 13km NE of Thousand Palms, CA"
1.08,-116.2785,33.8936667,"M 1.1 - 13km NE of Thousand Palms, CA"
1.36,-155.438166666667,19.4848333333333,"M 1.4 - 21 km WNW of Volcano, Hawaii"
5.0,151.3799,-5.8247,"M 5.0 - 140 km ESE of Kimbe, Papua New Guinea"
1.6,-117.9989,38.1414,"M 1.6 - 29 km SSE of Mina, Nevada"
2.1099999,-155.475662231445,19.1638336181641,"M 2.1 - 4 km S of Pāhala, Hawaii"
1.77,-120.466,49.4295,"M 1.8 Explosion - 4 km SE of Princeton, Canada"
2.6,-70.0684,-20.3624,"M 2.6 - 18 km SSE of Iquique, Chile"
2.1,-152.5054,59.4701,"M 2.1 - 35 km WNW of Nanwalek, Alaska"
3.67,-122.2585,39.1266667,"M 3.7 - 10km WSW of Williams, CA"
1.46,-118.6136667,34.0836667,"M 1.5 - 1km SW of Topanga, CA"
1.07,-120.34516666666667,42.451,"M 1.1 - 29 km N of Lakeview, Oregon"
2.09,-121.1025,40.2253333,"M 2.1 - 3km SW of East Shore, CA"
1.53,-122.1771667,38.114,"M 1.5 Quarry Blast - 5km E of Vallejo, CA"
1.3800000000000001,-121.8215,47.173,"M 1.4 Explosion - 13 km W of Greenwater, Washington"
1.90999997,-155.413330078125,19.2858333587646,"M 1.9 - 11 km NE of Pāhala, Hawaii"
1.14,-122.8069992,38.8320007,"M 1.1 - 7km W of Cobb, CA"
1.5,-97.778,36.85083333,"M 1.5 - 6 km NW of Medford, Oklahoma"
1.49,-95.8655,36.21333333,"M 1.5 Quarry Blast - 6 km S of Owasso, Oklahoma"
2.09,-122.2536667,39.1338333,"M 2.1 - 9km WSW of Williams, CA"
1.96,-123.14416666666666,45.158833333333334,"M 2.0 Explosion - 6 km NE of Amity, Oregon"
1.5,-116.919,32.7696667,"M 1.5 Quarry Blast - 3km NNE of Rancho San Diego, CA"
2.17,-66.9228333333333,17.9003333333333,"M 2.2 - 8 km SSW of Guánica, Puerto Rico"
4.4,-82.7762,8.7831,"M 4.4 - 5 km ESE of Monte Lirio, Panama"
1.72,-122.8051667,38.8341667,"M 1.7 - 7km W of Cobb, CA"
1.92,-122.8051667,38.833,"M 1.9 - 7km W of Cobb, CA"
1.9,-156.3651,57.7799,"M 1.9 - 68 km ENE of Ugashik, Alaska"
1.96,-66.9735,17.9586666666667,"M 2.0 - 6 km WSW of Fuig, Puerto Rico"
1.66,-112.458,46.0165,"M 1.7 Quarry Blast - 6 km ENE of Butte, Montana"
2.29,-155.6125,19.4455,"M 2.3 - 26 km E of Honaunau-Napoopoo, Hawaii"
5.0,-179.5798,-24.415,M 5.0 - south of the Fiji Islands
4.4,-92.4427,14.8037,"M 4.4 - 6 km S of Mazatán, Mexico"
1.49,-122.4503333,37.9848333,"M 1.5 Quarry Blast - 7km ESE of Santa Venetia, CA"
1.34,-118.1853333,35.0013333,"M 1.3 Quarry Blast - 6km S of Mojave, CA"
5.0,147.5771,-6.1551,"M 5.0 - 53 km NW of Finschhafen, Papua New Guinea"
5.0,97.3007,38.5694,"M 5.0 - 145 km SSW of Laojunmiao, China"
1.79,-155.427825927734,19.2320003509521,"M 1.8 - 6 km ENE of Pāhala, Hawaii"
2.59,-155.415333333333,19.2733333333333,"M 2.6 - 10 km NE of Pāhala, Hawaii"
1.7,-146.9303,63.7165,"M 1.7 - 68 km WSW of Delta Junction, Alaska"
3.3,-62.6982,17.4477,"M 3.3 - 9 km NE of Nicola Town, Saint Kitts and Nevis"
1.73,-114.9981667,33.0555,"M 1.7 Quarry Blast - 45km NE of Holtville, CA"
1.24,-118.3375,35.0613333,"M 1.2 Quarry Blast - 13km SE of Tehachapi, CA"
1.52,-110.3071667,39.4215,"M 1.5 - 16 km SSE of Sunnyside, Utah"
2.1,-146.5684,61.4546,"M 2.1 - 37 km NNW of Valdez, Alaska"
2.5,-151.667,61.2122,"M 2.5 - 32 km WNW of Beluga, Alaska"
1.6,-117.4901667,33.8388333,"M 1.6 Quarry Blast - 5km SSE of Home Gardens, CA"
4.5,97.2371,38.5597,"M 4.5 - 147 km SSW of Laojunmiao, China"
1.51,-90.4231667,35.6331667,"M 1.5 - 8 km WNW of Lepanto, Arkansas"
4.6,97.3511,38.6058,"M 4.6 - 140 km SSW of Laojunmiao, China"
4.1,-70.9373,-34.7587,"M 4.1 - 10 km ESE of Chimbarongo, Chile"
5.0,97.296,38.5517,"M 5.0 - 147 km SSW of Laojunmiao, China"
2.26,-119.5385,38.5216667,"M 2.3 - 5km W of Walker, CA"
2.65,-119.5386667,38.5188333,"M 2.7 - 5km W of Walker, CA"
5.7,97.2948,38.5457,"M 5.7 - 147 km SSW of Laojunmiao, China"
1.17,-121.411,36.8838333,"M 1.2 - 4km NNW of Hollister, CA"
1.72,-121.4071667,36.8816667,"M 1.7 - 4km NNW of Hollister, CA"
2.31,-89.8826667,38.8476667,"M 2.3 - 5 km SW of Hamel, Illinois"
3.3,-148.7812,56.3516,"M 3.3 - 254 km SE of Chiniak, Alaska"
2.1,-98.04767923,28.90411377,"M 2.1 - 9 km SSW of Falls City, Texas"
4.5,133.5884,-0.6901,"M 4.5 - 56 km WNW of Manokwari, Indonesia"
2.5,-104.5184216,31.59325903,"M 2.5 - 65 km SSW of Whites City, New Mexico"
2.2,-150.5353,60.8372,"M 2.2 - 12 km SE of Point Possession, Alaska"
2.41,-66.8656666666667,17.8413333333333,"M 2.4 - 15 km SSE of Guánica, Puerto Rico"
2.4,-104.3502584,31.6789633,"M 2.4 - 55 km S of Whites City, New Mexico"
3.1,-151.1754,63.3387,"M 3.1 - 35 km SE of Denali National Park, Alaska"
2.5,-151.2453,63.3169,"M 2.5 - 34 km SE of Denali National Park, Alaska"
1.06,-117.8031667,34.4595,"M 1.1 - 4km SSW of Llano, CA"
2.78,-155.476333333333,19.1615,"M 2.8 - 4 km S of Pāhala, Hawaii"
4.7,141.4066,37.5831,"M 4.7 - 37 km ENE of Namie, Japan"
4.5,120.7626,13.4995,"M 4.5 - 4 km NNE of Wawa, Philippines"
2.35,-117.925,37.0658333,"M 2.4 - 34km ESE of Big Pine, CA"
4.1,-177.6203,-18.6794,M 4.1 - Fiji region
1.9,-66.9605,17.95,M 1.9 - Puerto Rico
1.9,-150.9329,61.61,"M 1.9 - 23 km WNW of Susitna, Alaska"
1.99,-117.9396667,37.0711667,"M 2.0 - 33km ESE of Big Pine, CA"
1.9,-117.9313333,37.066,"M 1.9 - 34km ESE of Big Pine, CA"
2.05,-119.5443333,38.5035,"M 2.1 - 6km WSW of Walker, CA"
2.04,-67.0275,18.051,"M 2.0 - 3 km E of Lajas, Puerto Rico"
1.81,-117.484,35.6788333,"M 1.8 - 12km SW of Searles Valley, CA"
2.2,-104.2281339,31.65276689,"M 2.2 - 55 km NW of Toyah, Texas"
2.01,-121.8738333,39.8321667,"M 2.0 - 11km NNW of Chico, CA"
1.01,-178.114166666667,51.5598333333333,"M 1.0 - 108 km WSW of Adak, Alaska"
1.9,-104.2401842,31.64466107,"M 1.9 - 56 km NW of Toyah, Texas"
2.1,-104.480623,31.68729136,"M 2.1 - 55 km S of Whites City, New Mexico"
4.3,167.3331,-17.8461,"M 4.3 - 104 km W of Port-Vila, Vanuatu"
2.1,-153.6672,59.0806,"M 2.1 - 70 km SE of Pope-Vannoy Landing, Alaska"
1.37,-109.805,41.5335,"M 1.4 - 4 km ESE of Little America, Wyoming"
4.7,122.785,-3.7875,"M 4.7 - 36 km NE of Kendari, Indonesia"
1.9,-148.9149,61.9729,"M 1.9 - 23 km NNW of Sutton-Alpine, Alaska"
2.4,-151.9593,59.4915,"M 2.4 - 15 km N of Nanwalek, Alaska"
1.83000004,-155.399505615234,19.1860008239746,"M 1.8 - 8 km ESE of Pāhala, Hawaii"
2.0,-119.6592,40.4513,"M 2.0 - 30 km WSW of Empire, Nevada"
4.5,-60.9004,16.8113,"M 4.5 - 59 km NNE of Beauséjour, Guadeloupe"
1.7,-152.746,60.5239,"M 1.7 - 78 km W of Salamatof, Alaska"
1.62,-66.9606666666667,17.9375,"M 1.6 - 6 km SW of Guánica, Puerto Rico"
2.2,-149.9605,61.3992,"M 2.2 - 4 km NNE of Point MacKenzie, Alaska"
1.94,-118.7613333,34.5283333,"M 1.9 - 13km NNE of Piru, CA"
1.2,-119.4123,38.5138,"M 1.2 - 5 km E of Walker, California"
1.03,-117.6623333,35.8301667,"M 1.0 - 23km N of Ridgecrest, CA"
1.45,-120.9706667,36.886,"M 1.5 - 22km SSW of Los Banos, CA"
1.8,-151.4022,63.076,"M 1.8 - 54 km SSE of Denali National Park, Alaska"
2.95,-155.4725,19.164,"M 3.0 - 4 km S of Pāhala, Hawaii"
